province,date,year_month,co2_tonnes,source_file
Guangxi,2022-07-01,2022-07,21954412.490000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2022-08-01,2022-08,23529553.260000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2022-09-01,2022-09,24230259.190000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2022-10-01,2022-10,24201654.076000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2022-11-01,2022-11,24688503.188000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2022-12-01,2022-12,28717079.538000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2023-01-01,2023-01,25062413.980000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2023-02-01,2023-02,20421362.440000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2023-03-01,2023-03,28949484.130000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2023-04-01,2023-04,25203275.060000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2023-05-01,2023-05,26113304.860000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2023-06-01,2023-06,26336757.050000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2023-07-01,2023-07,27308659.900000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2023-08-01,2023-08,26119637.840000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2023-09-01,2023-09,24630916.510000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2023-10-01,2023-10,25738454.450000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2023-11-01,2023-11,27063626.480000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2023-12-01,2023-12,27605091.130000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2024-01-01,2024-01,27613151.680000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2024-02-01,2024-02,23609818.820000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2024-03-01,2024-03,29003626.020000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2024-04-01,2024-04,26141294.630000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2024-05-01,2024-05,25022968.460000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2024-06-01,2024-06,24226649.250000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2024-07-01,2024-07,24761309.940000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2024-08-01,2024-08,25026712.820000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2024-09-01,2024-09,24318895.900000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2024-10-01,2024-10,23825308.030000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2024-11-01,2024-11,25396415.700000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2024-12-01,2024-12,26219671.540000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2025-01-01,2025-01,25390096.350000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2025-02-01,2025-02,24672234.340000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2025-03-01,2025-03,28322366.930000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2025-04-01,2025-04,23809220.210000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2025-05-01,2025-05,23575497.760000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2025-06-01,2025-06,23388365.370000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2025-07-01,2025-07,22526094.780000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2025-08-01,2025-08,22280587.680000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2025-09-01,2025-09,19386812.250000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2025-10-01,2025-10,18833610.950000,carbonmonitor-china_datas_2026-04-11.csv
Guangxi,2025-11-01,2025-11,22865279.410000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2019-01-01,2019-01,25817882.940000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2019-02-01,2019-02,20122089.312000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2019-03-01,2019-03,26013234.510000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2019-04-01,2019-04,25892173.422000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2019-05-01,2019-05,25173108.536000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2019-06-01,2019-06,23184803.472000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2019-07-01,2019-07,22767260.814000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2019-08-01,2019-08,25180930.336000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2019-09-01,2019-09,24925839.030000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2019-10-01,2019-10,25690705.869000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2019-11-01,2019-11,27827753.092000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2019-12-01,2019-12,25211850.541000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2020-01-01,2020-01,18343428.839000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2020-02-01,2020-02,17016939.298000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2020-03-01,2020-03,23772726.962000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2020-04-01,2020-04,21315436.070000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2020-05-01,2020-05,22234315.487000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2020-06-01,2020-06,21948577.352000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2020-07-01,2020-07,19000983.488000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2020-08-01,2020-08,24289543.667000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2020-09-01,2020-09,21537823.852000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2020-10-01,2020-10,21840841.957000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2020-11-01,2020-11,26935790.363000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2020-12-01,2020-12,27221191.956000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2021-01-01,2021-01,24228988.925000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2021-02-01,2021-02,17815391.773000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2021-03-01,2021-03,23278764.834000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2021-04-01,2021-04,22289181.388000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2021-05-01,2021-05,21163551.592000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2021-06-01,2021-06,20251218.639000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2021-07-01,2021-07,19363939.737000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2021-08-01,2021-08,19601195.475000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2021-09-01,2021-09,20400090.957000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2021-10-01,2021-10,20138796.052000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2021-11-01,2021-11,22472782.063000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2021-12-01,2021-12,22514999.464000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2022-01-01,2022-01,23918133.810000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2022-02-01,2022-02,17437329.451000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2022-03-01,2022-03,21316992.946000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2022-04-01,2022-04,20771848.293000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2022-05-01,2022-05,19441112.452000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2022-06-01,2022-06,16996267.217000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2022-07-01,2022-07,17737210.255000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2022-08-01,2022-08,18904862.294000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2022-09-01,2022-09,18044613.483000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2022-10-01,2022-10,18406159.540000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2022-11-01,2022-11,21218381.035000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2022-12-01,2022-12,22082646.161000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2023-01-01,2023-01,19849904.586000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2023-02-01,2023-02,17494698.442000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2023-03-01,2023-03,24105415.826000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2023-04-01,2023-04,19864986.151000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2023-05-01,2023-05,20527712.890000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2023-06-01,2023-06,20101079.735000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2023-07-01,2023-07,21099927.276000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2023-08-01,2023-08,21144963.821000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2023-09-01,2023-09,20547353.851000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2023-10-01,2023-10,20632438.911000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2023-11-01,2023-11,21481956.495000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2023-12-01,2023-12,22473536.718000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2024-01-01,2024-01,22121484.052000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2024-02-01,2024-02,18845293.492000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2024-03-01,2024-03,23368783.080000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2024-04-01,2024-04,20816389.917000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2024-05-01,2024-05,20231254.283000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2024-06-01,2024-06,18672845.925000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2024-07-01,2024-07,18487810.440000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2024-08-01,2024-08,22023552.815000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2024-09-01,2024-09,22126561.467000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2024-10-01,2024-10,21176633.323000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2024-11-01,2024-11,20480131.669000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2024-12-01,2024-12,21390945.754000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2025-01-01,2025-01,21956858.135000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2025-02-01,2025-02,21412493.898000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2025-03-01,2025-03,22506066.982000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2025-04-01,2025-04,20941108.265000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2025-05-01,2025-05,20404004.681000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2025-06-01,2025-06,19568578.330000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2025-07-01,2025-07,16519590.930000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2025-08-01,2025-08,19127741.125000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2025-09-01,2025-09,14974085.646000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2025-10-01,2025-10,14534430.782000,carbonmonitor-china_datas_2026-04-11.csv
Guizhou,2025-11-01,2025-11,16245216.335000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2019-01-01,2019-01,4473638.264000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2019-02-01,2019-02,3762681.945000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2019-03-01,2019-03,4264852.315000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2019-04-01,2019-04,4186959.760000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2019-05-01,2019-05,4565024.539000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2019-06-01,2019-06,4499304.419000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2019-07-01,2019-07,4466190.018000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2019-08-01,2019-08,4287364.742000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2019-09-01,2019-09,4171898.640000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2019-10-01,2019-10,4296457.773000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2019-11-01,2019-11,4004690.382000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2019-12-01,2019-12,4355682.749000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2020-01-01,2020-01,3460355.226000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2020-02-01,2020-02,3410562.294000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2020-03-01,2020-03,3813640.583000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2020-04-01,2020-04,3786208.125000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2020-05-01,2020-05,4347204.568000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2020-06-01,2020-06,4179902.438000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2020-07-01,2020-07,4885425.663000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2020-08-01,2020-08,4616467.175000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2020-09-01,2020-09,4747163.529000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2020-10-01,2020-10,3763102.703000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2020-11-01,2020-11,3728465.382000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2020-12-01,2020-12,4194976.860000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2021-01-01,2021-01,3720350.243000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2021-02-01,2021-02,3279313.883000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2021-03-01,2021-03,3674990.785000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2021-04-01,2021-04,3706960.076000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2021-05-01,2021-05,4107693.359000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2021-06-01,2021-06,4019618.111000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2021-07-01,2021-07,4378120.583000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2021-08-01,2021-08,4375042.912000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2021-09-01,2021-09,4261146.500000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2021-10-01,2021-10,4155745.686000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2021-11-01,2021-11,4352249.561000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2021-12-01,2021-12,4771625.803000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2022-01-01,2022-01,4790811.772000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2022-02-01,2022-02,4291569.656000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2022-03-01,2022-03,4722211.398000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2022-04-01,2022-04,4181409.459000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2022-05-01,2022-05,4456664.483000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2022-06-01,2022-06,4666138.493000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2022-07-01,2022-07,4687957.117000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2022-08-01,2022-08,4360024.223000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2022-09-01,2022-09,4815908.787000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2022-10-01,2022-10,5229093.823000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2022-11-01,2022-11,5223785.679000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2022-12-01,2022-12,4820012.037000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2023-01-01,2023-01,4628514.595000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2023-02-01,2023-02,4451414.877000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2023-03-01,2023-03,5631198.055000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2023-04-01,2023-04,5599119.223000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2023-05-01,2023-05,5819358.798000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2023-06-01,2023-06,5892521.002000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2023-07-01,2023-07,6106636.004000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2023-08-01,2023-08,6063410.127000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2023-09-01,2023-09,5841178.671000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2023-10-01,2023-10,5821882.816000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2023-11-01,2023-11,5256131.042000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2023-12-01,2023-12,5643906.984000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2024-01-01,2024-01,5834692.388000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2024-02-01,2024-02,4947876.377000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2024-03-01,2024-03,5817376.395000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2024-04-01,2024-04,5608715.697000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2024-05-01,2024-05,5512968.802000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2024-06-01,2024-06,5449756.569000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2024-07-01,2024-07,5488089.388000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2024-08-01,2024-08,5555384.818000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2024-09-01,2024-09,5479643.176000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2024-10-01,2024-10,5508013.372000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2024-11-01,2024-11,5154308.332000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2024-12-01,2024-12,5559228.682000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2025-01-01,2025-01,5087353.786000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2025-02-01,2025-02,4784958.285000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2025-03-01,2025-03,5296329.827000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2025-04-01,2025-04,5029636.750000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2025-05-01,2025-05,5157589.732000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2025-06-01,2025-06,4998642.531000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2025-07-01,2025-07,4996100.632000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2025-08-01,2025-08,5085052.281000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2025-09-01,2025-09,2158504.682000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2025-10-01,2025-10,2092137.096000,carbonmonitor-china_datas_2026-04-11.csv
Hainan,2025-11-01,2025-11,1823133.128000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2019-01-01,2019-01,100240299.310000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2019-02-01,2019-02,78035900.800000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2019-03-01,2019-03,99129160.390000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2019-04-01,2019-04,106535012.670000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2019-05-01,2019-05,109828575.000000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2019-06-01,2019-06,108799456.800000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2019-07-01,2019-07,100211497.600000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2019-08-01,2019-08,106281927.280000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2019-09-01,2019-09,99534459.000000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2019-10-01,2019-10,96779751.900000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2019-11-01,2019-11,105776794.900000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2019-12-01,2019-12,110551676.800000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2020-01-01,2020-01,85716907.990000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2020-02-01,2020-02,78432075.600000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2020-03-01,2020-03,91398664.160000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2020-04-01,2020-04,98935269.450000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2020-05-01,2020-05,105234167.970000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2020-06-01,2020-06,109152803.850000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2020-07-01,2020-07,104475112.820000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2020-08-01,2020-08,107716799.500000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2020-09-01,2020-09,102662636.180000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2020-10-01,2020-10,102417722.140000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2020-11-01,2020-11,104804752.400000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2020-12-01,2020-12,111861739.350000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2021-01-01,2021-01,99499125.310000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2021-02-01,2021-02,69702137.890000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2021-03-01,2021-03,93046396.350000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2021-04-01,2021-04,90977067.340000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2021-05-01,2021-05,91465521.940000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2021-06-01,2021-06,86084159.270000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2021-07-01,2021-07,85000478.760000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2021-08-01,2021-08,87193518.280000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2021-09-01,2021-09,84231636.500000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2021-10-01,2021-10,78346908.350000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2021-11-01,2021-11,82565894.180000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2021-12-01,2021-12,99642820.930000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2022-01-01,2022-01,88284407.090000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2022-02-01,2022-02,63127001.870000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2022-03-01,2022-03,89428398.300000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2022-04-01,2022-04,92194130.000000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2022-05-01,2022-05,96378062.670000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2022-06-01,2022-06,97700637.560000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2022-07-01,2022-07,93181378.950000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2022-08-01,2022-08,95103877.670000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2022-09-01,2022-09,92157539.060000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2022-10-01,2022-10,82834707.020000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2022-11-01,2022-11,82240507.990000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2022-12-01,2022-12,93434160.860000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2023-01-01,2023-01,94648557.100000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2023-02-01,2023-02,75214918.990000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2023-03-01,2023-03,96130535.600000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2023-04-01,2023-04,92094377.170000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2023-05-01,2023-05,91501303.560000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2023-06-01,2023-06,94399523.080000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2023-07-01,2023-07,95190718.880000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2023-08-01,2023-08,92026858.300000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2023-09-01,2023-09,87847316.610000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2023-10-01,2023-10,82737357.100000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2023-11-01,2023-11,84340183.400000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2023-12-01,2023-12,81053288.100000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2024-01-01,2024-01,96145686.000000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2024-02-01,2024-02,82570145.600000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2024-03-01,2024-03,96981113.700000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2024-04-01,2024-04,89064374.000000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2024-05-01,2024-05,92047445.300000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2024-06-01,2024-06,93392670.500000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2024-07-01,2024-07,84689682.100000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2024-08-01,2024-08,84270824.100000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2024-09-01,2024-09,81480005.470000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2024-10-01,2024-10,81900617.500000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2024-11-01,2024-11,81457270.100000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2024-12-01,2024-12,86694160.300000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2025-01-01,2025-01,85315581.300000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2025-02-01,2025-02,82814395.900000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2025-03-01,2025-03,90272571.900000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2025-04-01,2025-04,85315760.900000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2025-05-01,2025-05,87760397.400000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2025-06-01,2025-06,89295686.300000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2025-07-01,2025-07,85773669.800000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2025-08-01,2025-08,80996018.400000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2025-09-01,2025-09,69913588.130000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2025-10-01,2025-10,70230190.500000,carbonmonitor-china_datas_2026-04-11.csv
Hebei,2025-11-01,2025-11,68941894.800000,carbonmonitor-china_datas_2026-04-11.csv
Heilongjiang,2019-01-01,2019-01,20188437.710000,carbonmonitor-china_datas_2026-04-11.csv
Heilongjiang,2019-02-01,2019-02,16645111.910000,carbonmonitor-china_datas_2026-04-11.csv
Heilongjiang,2019-03-01,2019-03,16744503.450000,carbonmonitor-china_datas_2026-04-11.csv
Heilongjiang,2019-04-01,2019-04,15208892.300000,carbonmonitor-china_datas_2026-04-11.csv
